Path,SHA256
src/App/CanDoItAll.Web/Api/ApiManagedTokenValidation.cs,DB5971253D6BF7B397ADC90525AF6B1196E46745B70C825BECD287180659A997
src/App/CanDoItAll.Web/Api/ApiServiceCollectionExtensions.cs,7841917A623C440BA1A0B4D6F68B8DE8D78EA47F42F8A54B3D6828FE3A4882A7
src/App/CanDoItAll.Web/Api/WebApiTokenAdministrationAccess.cs,E28E4FBDAF614C54FA6F293932638DE9311DC1A5B85C4BF7BAB635576917D186
src/Foundation/CanDoItAll.Infrastructure/ControlPlane/ApiTokenRegistry.cs,E7C4619C1F50E4F00CFB76EEC081765AB04E78CC8A8D22BC3228289438673761
src/Foundation/CanDoItAll.Infrastructure/ControlPlane/FileApiTokenRegistry.cs,49A3C1C9BCBC281B1D2236FEE9B4A73BADF87D7DC18DF124B613B09EA1877243
src/Foundation/CanDoItAll.Infrastructure/DependencyInjection/InfrastructureServiceCollectionExtensions.cs,7B233CFDB47886FB1CA3318C2FA76F98CA4F9994142791E6D3B04C56F16005FF
src/Modules/CanDoItAll.Modules.AgentFramework/Pages/Components/AgentProviderProfilesPanel.razor,F58BC1BA1FEBBA7CABFD43EE33CAD483DDDB3A3CE2E16A65961A5D57AF8C895C
src/Modules/CanDoItAll.Modules.AgentFramework/Pages/Components/AgentProviderProfilesPanel.razor.cs,A4597E8670D2B819EAD8D541559EA472A753C4EFF7BCCE3618B0182D6AAA14BD
src/Modules/CanDoItAll.Modules.AgentFramework/Pages/Components/SharedProviderManagementPanel.razor,5DD0A52384EDA37A20BE235B49EC054DB4395AA2B36924F2259325755B081B82
src/Modules/CanDoItAll.Modules.AgentFramework/Pages/Components/SharedProviderManagementPanel.razor.cs,A04DD4DC9FBF624971E05A3DF0AC0FBCCEEC599D220529F74E37B906122C03E4
src/Modules/CanDoItAll.Modules.AgentFramework/Pages/Components/SharedProviderSourcesDialog.razor,005DD702A33ACBAE692368FF45B0EA37BDC7BB79A26CB83E7CF2FACC17BE27CA
src/Modules/CanDoItAll.Modules.AgentFramework/Pages/Components/SharedProviderSourcesDialog.razor.cs,50226EA8F7E0750B0AB2D9E095DF6D65EC523E7B83AF2C84955A79F4530C2142
src/Modules/CanDoItAll.Modules.AgentFramework/Pages/Components/SharedProviderSourcesDialog.razor.css,5B727ECFA2BBF0A070CB7A640F208C96096E8ED5B34E0BE27D99B2C5CDC95AA5
src/Modules/CanDoItAll.Modules.Workspace/ApiAccess/ApiAccess.cs,84ECB431CEAEB58BFD344186E3CF6A2CD45F88087262F30EB8A85BD3C80BD6A6
src/Modules/CanDoItAll.Modules.Workspace/ApiAccess/ApiScopeCatalog.cs,6B5E78CBF7BABDA4D41398557310A564ED6876BEAAF614780FD8C2B4C5E955BD
src/Modules/CanDoItAll.Modules.Workspace/ApiAccess/ApiTokenAdministrationService.cs,28B9E866F3F3E92A4275AFE7EA02EF855D768629F81E1E3A2B4401BC57FA71F3
src/Modules/CanDoItAll.Modules.Workspace/Pages/Components/ApiScopePickerDialog.razor,FF89779F42CA266C2035877C1D915389DEBBC0B4A1F5668B6BB69276B8F6D84B
src/Modules/CanDoItAll.Modules.Workspace/Pages/Components/ApiTokenAdministrationPanel.razor,19484D4C1D676DA95AFA54BDF38EB363664EE2242F5AC391093FCD9416D28C6E
src/Modules/CanDoItAll.Modules.Workspace/Pages/Components/ApiTokensDialog.razor,BF82E8411AB487FF244BCDE09B8473877F925A88D26CEA61203513D5A5006B40
src/Modules/CanDoItAll.Modules.Workspace/Pages/SettingsPage.razor,765C9D1EB5B0AF376A55B4017D8B37BAC1E22520B9E6F1914A9555A34877A370
src/Modules/CanDoItAll.Modules.Workspace/Pages/SettingsPage.razor.cs,6EEB4BAFE6A4E8923E750E6AAF2E36AA4B5519A3D6EE7BE1863F010CBCAE5F75
src/Modules/CanDoItAll.Modules.Workspace/Services/WorkspaceModuleServiceCollectionExtensions.cs,508CBAC1A6FD622494FD1BD77D05A6393C4CFA7498AA133CE2D537E9A1B01D1F
tests/Components/CanDoItAll.Tests.Components/ApiTokenAdministrationTests.cs,DAC575AC63C70EFA6C4EA9E44C43C9A24611C393C44F07821464FD267C40D17D
tests/Components/CanDoItAll.Tests.Components/ProviderAdministrationLayoutTests.cs,36F56646E4B988260769297BAC606FE08616B130701AC0CFF9C8F8BD5BDB8ABC
tests/Components/CanDoItAll.Tests.Components/SharedProviderPublicationPanelTests.cs,4B0F0F143165048C645607076773232079DFEC8F099B49FF52F8F9FC753B5163
tests/Components/CanDoItAll.Tests.Components/SharedProviderSourceAndImportComponentTests.cs,57980A7E9CE807E1390040E09B208339DDDF9CC25CBB0D1F4F804F0ADD14F26D
tests/Integration/CanDoItAll.Tests.Integration/ApiAccessAuthorizationIntegrationTests.cs,8666764C47AF6168CCAF2327B4CA7D25E01776DA38778BAD98646BB8594E1B7A
tests/Integration/CanDoItAll.Tests.Integration/SharedProviderAuthorizationIntegrationTests.cs,5B3B1D9C081F8D4D293C19457C608703C082DAA27F7BA842CF24D2415FC7AEB9
tests/Integration/CanDoItAll.Tests.Integration/SharedProviderOpenAiCompatibilityIntegrationTests.cs,EB7D4C96BB6F0F189C60FEE7D0F1BE04D2692EAC2FCDC70FCF7771756A1314D9
tests/Unit/CanDoItAll.Tests.Unit/ApiTokenRegistryTests.cs,A625B1A8D4B1DEC18CA0B621104F7AC5C358CAAC8F38AD6F535993DE71AAFC67
