"Path","SHA256"
".gitignore","369166655EE58227D8365482589F4D9C9C01E8EA0B9C9403CFD6756203F30765"
"codex/bundles/shared-provider-real-catalogs/README.md","1CB20FF6E58B531B76B71D3C23E47857858D4B88C5770362901FF5C4B842B65A"
"codex/bundles/shared-provider-real-catalogs/analysis/01-current-state.md","D1BCBA060F3582CBC02335C48FF82A7909ADCB993E5259CA8685ADBEAD44DC6D"
"codex/bundles/shared-provider-real-catalogs/analysis/02-assumptions-and-risks.md","F055A948664B8FE5A20631C236D05621E02A5065F71BE41FD086C6491A8A261B"
"codex/bundles/shared-provider-real-catalogs/analysis/03-official-provider-contracts.md","6088836B2E072D9D870B65F570B032C24C0700FEEB622FC579849B726E2901BD"
"codex/bundles/shared-provider-real-catalogs/analysis/04-simple-chat-access.md","5230FA328B1A7EBC3A76EF49457A86207348FB9B1D2FB41B015D8C54F4FDB443"
"codex/bundles/shared-provider-real-catalogs/architecture/00-csharp-current-state-inventory.md","00196DD8B0DEDDBEEBAC65E2574B501A5760680C466496EA310FCCFF293E6300"
"codex/bundles/shared-provider-real-catalogs/architecture/01-csharp-boundary-map.md","E5EEC88EA460979A1CF52EC727D6B71B48AC2B3944E8076BBF6002A871779FA8"
"codex/bundles/shared-provider-real-catalogs/architecture/01-target-solution.md","4E15DC2FC13DA92B3F9C821E11958C5E8F07C6B5CBAA3FA3505094E6435371DE"
"codex/bundles/shared-provider-real-catalogs/architecture/02-csharp-dependency-direction.md","20A968DBA958C6DC31C2AA4947F1D474C3DCED341F580C026B89668F90304D49"
"codex/bundles/shared-provider-real-catalogs/architecture/03-csharp-pattern-selection-records.md","FB1F1F48D93D53AEA0781AFD79C4B1766E58E87ECBD79DE20066875D9451E058"
"codex/bundles/shared-provider-real-catalogs/architecture/04-csharp-testability-plan.md","72784D9FC5DC4D8EBC1B28F7148C90672C9EFFB0BA83366044C78DFEBF751F09"
"codex/bundles/shared-provider-real-catalogs/architecture/05-blank-client-initialization.md","6A6F7AAE5F3529263C6CF44CA92F6F9F92981C088E3D213E3F8909542E141981"
"codex/bundles/shared-provider-real-catalogs/architecture/06-administration-boundaries.md","D81811BBCA438DD8F70F825C575E6F58B1034C725DFBBEE13852938959F7546C"
"codex/bundles/shared-provider-real-catalogs/inputs/00-original-request.md","16BB3EFD87314E19CBEAFAB5417817264062784291A8D2961A0594AF9B19ECA3"
"codex/bundles/shared-provider-real-catalogs/inputs/01-source-artifacts.md","9ECD1CE501A95E98385C550C9F45D5D39BF6C35605CA554405E4E29B8D66E99F"
"codex/bundles/shared-provider-real-catalogs/inputs/02-structured-input.md","F26244BC27D2DD090F8D75AE01C1259BE84FBBD3503B6099E0D3089746C6EEAA"
"codex/bundles/shared-provider-real-catalogs/inputs/03-simple-chat-access-feedback.md","1D06C270B93E023964BBB03B51F382CB8B0D71A0912CE868ADB1C6A2F5016258"
"codex/bundles/shared-provider-real-catalogs/inputs/04-avatar-and-fresh-client.md","8F9B24B29992AB2C787BD45EC38FEFBB260EC942C833E56908DDDBA8A3CDA4EB"
"codex/bundles/shared-provider-real-catalogs/inputs/05-compact-provider-and-token-administration.md","D467C5007D89AB403654769D8FC5AF5FE991A678475A35B8FF0E2444AD653ACC"
"codex/bundles/shared-provider-real-catalogs/inputs/06-thinking-effort-feedback.md","A1A8BE539EEE0A6CC25E3E82E36364810254BCE83596DE63F9671F7A67F5501F"
"codex/bundles/shared-provider-real-catalogs/inputs/07-provider-model-thinking-settings-feedback.md","BD07524C788ECBD91EB8B66C08EAF0CAE51F457AC563AEDEBEE9504FC35A6519"
"codex/bundles/shared-provider-real-catalogs/plan/01-phase-plan.md","7E90F782074DA88C13FFEEA38AAADCB5C8C980CB3B7742435898C32BB4DFE0A9"
"codex/bundles/shared-provider-real-catalogs/plan/architecture-checkpoints.md","A35F2996355E8ADBEED575EEF2146938974F44E8CC09EEEB5CE01A0B54643A86"
"codex/bundles/shared-provider-real-catalogs/requirements/01-normalized-requirements.md","67D5E981E81393AB0249F4475DEEAA1B378D2214A409B34A3E2FEDFC9C34ECBF"
"codex/bundles/shared-provider-real-catalogs/reviews/00-bundle-self-review.md","475C47868C5B4C01B8588964F5E62D241634D2DC98E2B7D3ACB3BD6A88344643"
"codex/bundles/shared-provider-real-catalogs/reviews/01-execution-report.md","0AC727046810A2799CDB6D2579DC69E49A4A4D560B09D1AEE7E18B44EA655F50"
"codex/bundles/shared-provider-real-catalogs/reviews/02-final-verifier.md","CF019F0AB5F1DAF7CF587FC711F6589E734342BB716C459C0109F8D3B945B1B1"
"codex/bundles/shared-provider-real-catalogs/reviews/03-thinking-final-verifier.md","672C9C5F273C6F7D5BDA361D3FF0D6CB229A5D6CB43D2BF55FF791B451D38CF1"
