"Path","Bytes","SHA256"
"architecture-review.md","2293","115AFDA827694809D8F03BF795F329041C5AA7C42E7BE141526C802A8337E378"
"before-hashes.csv","379719","CFA7D7711B00168BA028EAE6165C29B4C35FF55E1D548046B919D376E0737F77"
"broad-comparison.json","1448","33ACFF7B445E66231F4B6EB4E55880A6152874C8E428AFD3B4B19762C6DF0522"
"broad-regression-results.md","2787","2B8A4EAAA1A9FFF7F525646EB2ABEFF430D1A262FD778D01906B2DB01204A727"
"closure-audit.txt","2250","3FE92F9D18B4FF321955263754C576B03A39C71A7352D145756EB82F845F6AEA"
"Collect-Closure.ps1","6738","960A823D003088DE70C2F554BE050D90D636365F3970846E587CE8CA2091C80E"
"completed-validator.txt","1514","DB97F85BE10C600D659273F6D0D57BB586F791DCD9624435A8D2F450131A451A"
"components-broad-failures.csv","25402","48D12C4E991FA5932C72468A07F09EF3EC32CA7A9AE009DBCD3082B988CA3C81"
"discovery-verification.json","430","B0231F0276444AC6551EA7783E6B3615B3E4397CFD3230B9F434032E66FE2DAA"
"changed-files.csv","5306","813C3F901F535C3057A80D06665D94FEFB2D1105A912618C85BCDA717A486CDE"
"impacted-tests.json","4824","10CB2442167CB70F48CA6B33455BFFF1F1A76A14F5508AECC70CC52981A66B26"
"integration-broad-failures.csv","14377","0E1D647F0C5D16A8A6A7B6D3C6E7C9E46687FEF56C92D3156A663F0AE971519F"
"manifest.md","4163","680294058C3E7B4CB8B7967FA0E16B72064FC9DC7FF391F54B3A50413148B3B2"
"Redact-FixtureCredentials.ps1","1039","8A08BFDC5A1BBD02125CDB6B678F83D4E1CD1C2C12340F9662137C8FF55AE6DD"
"redaction.csv","532","A9AAF3663BDD168ACA75669408986DA0322B6FD7B714F9DE685E129200CFDD5C"
"Run-Broad.ps1","1497","4AC102F891ED0B1B18352CC1FACF85192484C8E2790121A5B8DE1413DB33FD20"
"Run-Tests.ps1","1520","BB5CB94091AB812937751635A6380D210E60235FF57FD775A1E61AF673B1D23C"
"semantic-invariants.md","2293","CAF82C0A0CF5C3B2CFEC5F9D0369F0C597A6FB3BB65AE516B3D49C2F0A2B28F7"
"transcripts/components-broad-discovery.txt","175763","E00BC70F7213A1407DC807C854C0C55AE7B8A20E0742616BE7F792AAD96F947B"
"transcripts/components-broad.trx","2130536","5CB017E4EA6677ED19D7D7A0FAD19807FAE82034B6941AB8802B57B76B4D3529"
"transcripts/components-broad.txt","1574","0DB73FA351469788A95E7B8082AF5804930BB75DAD7E0CD52D980F9D04863EE0"
"transcripts/components-final-discovery.txt","437","951C71459C9372F015150E978D9333971915A256F3397DC3DE57553F4835A5F6"
"transcripts/components-final.txt","2279","F37DB8C51744CFD2C379BC2ED41778267FA50263827754F285EE97EB8AC69F10"
"transcripts/components-first.trx","37719","138520DBEA959DF591F91322CD0A089992A32D45760D0159BA00A5D50CFDE3FC"
"transcripts/components-layout-final-discovery.txt","18838","BB2AC0BDBE45DFB2EE4B23F717C609E122F31F917E77E4BBDBE6C8DB29E41754"
"transcripts/components-layout-final.txt","20701","BADB31757DB4E543AA44A7BD6CB0AE009E243C65540B75C3F87EC80309498267"
"transcripts/components-layout-verified-discovery.txt","5495","538808A8A573CC5EC087AD7249C658EF655E850EB1F7BD9A08478403916125BE"
"transcripts/components-layout-verified.trx","56519","4D329F88FBFF7A36968FA9EAB8C78C22EB7BEABA094F4B1A2F1E81A4EECCD50B"
"transcripts/components-layout-verified.txt","8013","80674D0F10197BF16E65FA847186E29724B8C6B9333C429B900F88D6E0EE93BA"
"transcripts/components-second.trx","46560","63EB7373E0C32A5266CA298A3001B9E7987AA2246B8612641EBE8FFBD421D1DA"
"transcripts/components-verified-discovery.txt","5495","538808A8A573CC5EC087AD7249C658EF655E850EB1F7BD9A08478403916125BE"
"transcripts/components-verified.trx","56519","11EB5E3447483512A7290BDB6E01D95A6699EC64E31FE567A7BF79400592F561"
"transcripts/components-verified.txt","7985","F8FB2E41C186C6D08201CB6D9F1CF0153D814327C8E9291363AF823050646A65"
"transcripts/failing-first.trx","33404","E1FDAB2545659893F5261166DFCA3D554DDA33BD1447DAA9BE2460089FAE3EDA"
"transcripts/failing-first.txt","1828","14B8954A3DD7B9D4378C2F53C948900572A7398950C18A65670A97766A1FA4D5"
"transcripts/first-green.trx","15956","24346E7A119F89E1C3451FE6A8F2FC63DFFB1CB3A443C42969CE3BEC91C87787"
"transcripts/integration-broad-discovery.txt","188201","C458FA2DB145E7774FD9C3143D2184D95997BB9DD23084029A1626B8F0088D96"
"transcripts/integration-broad.trx","67547639","DFC3F38A6CC091E0ABAF34EBE5CFCD3940F995DDABE01270998D2E2D4176335C"
"transcripts/integration-broad.txt","1583","7BE878C859DD39745F225074AF0CF55E38DAE27DAAAEEE94745C837AE076278A"
"transcripts/integration-final-discovery.txt","8596","AA55E73101D0929875AE43AD51AF81A54769DA2EF75F8DFC12F7967AF71A1AE0"
"transcripts/integration-final.trx","1045251","27DB46F987664DCD896DFD4A528730E172FC49E4BE161BF0C76BA2D5BF4876D8"
"transcripts/integration-final.txt","10894","D31640802FCA253604E66FFAC13C29E1C3A7464C5BA820CE724FF8C7E7047828"
"transcripts/unit-broad-discovery.txt","1090668","6843F530ADDC3C5AC6DCD3FE2C265D2B45B89BDFF39CDF3C29D784B149CC77A3"
"transcripts/unit-broad.trx","10803347","F3E986BFADB1E6C9F7912FA796CB9BABF18E72CF867147BDB84550AFD2A4E7E3"
"transcripts/unit-broad.txt","1520","C1DFBCAC3AA336AD838B3FF55CAB9BF9B91B8064EFB33152A7108DA02E16EA4C"
"transcripts/unit-final-discovery.txt","22014","6AEF7FBA8E96603099ADEF9D61D3EC175BCC4F26069BFF569BD4F9E50035D4D1"
"transcripts/unit-final.trx","215238","0F36D565328C686661CCD8117C0A159D8614D7E753E047B2C4B9704C6D8E8D0F"
"transcripts/unit-final.txt","24634","BCBD33C36C2AC2A0BE2E79E80D3DD4392F9E3679BD232FCABA02DBAA54991591"
"unit-broad-failures.csv","320","AAFBA739A90E04826737E20E0725998AD07C1E06EE94A246C98A0E2173BC46DF"
